survey_id,water_id,water_id_num,lon,lat,utm_x,utm_y,transect_location,transect_GRR,transect_id,river_class,year,week,weeks_all,juldate,dry_season,distance_to_water,distance_to_water_rounded,species,species_id,FEEDTYPE_A,feed_type_A_char,species_count
1971,1326,1326,34.827840,-7.75352,701579,9142517,2,perpendicular,3,1_upstream,2012,4,15,55,early,2978.93,2979,G,2,2,browser,4
1972,1326,1326,34.828040,-7.75181,701602,9142706,2,perpendicular,3,1_upstream,2012,4,15,55,early,2977.26,2977,G,2,2,browser,1
1973,1326,1326,34.828040,-7.75182,701602,9142705,2,perpendicular,3,1_upstream,2012,4,15,55,early,2977.35,2977,K,4,2,browser,2
1974,1326,1326,34.816950,-7.74899,700380,9143023,2,perpendicular,3,1_upstream,2012,4,15,55,early,1741.19,1741,I,1,3,mixed,2
1975,1326,1326,34.805440,-7.75099,699109,9142807,2,perpendicular,3,1_upstream,2012,4,15,55,early,506.95,507,K,4,2,browser,4
1976,1326,1326,34.764960,-7.71538,694660,9146765,2,perpendicular,3,1_upstream,2012,4,15,55,early,5479.99,5480,I,1,3,mixed,1
1977,1326,1326,34.765610,-7.71487,694731,9146821,2,perpendicular,3,1_upstream,2012,4,15,55,early,5467.67,5468,I,1,3,mixed,1
1978,1326,1326,34.765610,-7.71488,694731,9146820,2,perpendicular,3,1_upstream,2012,4,15,55,early,5466.97,5467,Z,5,1,grazer,5
1980,270,270,34.682920,-7.8489,685550,9132034,1,alongside,6,1_upstream,2012,4,15,57,early,185.83,186,K,4,2,browser,1
1981,257,257,34.677570,-7.85812,684956,9131017,1,alongside,6,1_upstream,2012,4,15,57,early,218.9,219,I,1,3,mixed,4
1982,191,191,34.628090,-7.88349,679488,9128233,1,alongside,6,1_upstream,2012,4,15,57,early,281.28,281,Wh,6,4,omni,2
1983,187,187,34.625630,-7.88581,679216,9127977,1,alongside,6,1_upstream,2012,4,15,57,early,257.16,257,I,1,3,mixed,1
1985,147,147,34.595300,-7.8962,675867,9126841,1,alongside,6,1_upstream,2012,4,15,57,early,340.99,341,B,10,1,grazer,200
1986,136,136,34.584440,-7.89913,674668,9126521,2,perpendicular,1,1_upstream,2012,4,15,58,early,332.29,332,G,2,2,browser,3
1987,136,136,34.584440,-7.89913,674668,9126521,2,perpendicular,1,1_upstream,2012,4,15,58,early,332.29,332,I,1,3,mixed,1
1990,137,137,34.565620,-7.8662,672607,9130171,2,perpendicular,1,1_upstream,2012,4,15,58,early,4458.61,4459,I,1,3,mixed,3
1998,861,861,35.020860,-7.56686,722971,9163068,1,alongside,10,3_downstream,2012,4,15,60,early,994.91,995,I,1,3,mixed,25
1999,862,862,35.020970,-7.56648,722983,9163110,1,alongside,10,3_downstream,2012,4,15,60,early,1014.66,1015,Z,5,1,grazer,10
2001,866,866,35.023850,-7.56315,723303,9163477,1,alongside,10,3_downstream,2012,4,15,60,early,1112.73,1113,I,1,3,mixed,10
2002,872,872,35.032860,-7.56347,724297,9163437,1,alongside,10,3_downstream,2012,4,15,60,early,460.99,461,G,2,2,browser,1
2004,911,911,35.054730,-7.54156,726723,9165849,1,alongside,10,3_downstream,2012,4,15,60,early,267.09,267,I,1,3,mixed,1
2005,919,919,35.057050,-7.53601,726982,9166462,1,alongside,10,3_downstream,2012,4,15,60,early,198.04,198,I,1,3,mixed,13
2008,985,985,35.103610,-7.51084,732135,9169222,1,alongside,10,3_downstream,2012,4,15,60,early,352.9,353,I,1,3,mixed,3
2009,985,985,35.104190,-7.51055,732199,9169253,1,alongside,10,3_downstream,2012,4,15,60,early,357.96,358,Wb,9,1,grazer,4
2010,991,991,35.107310,-7.50875,732544,9169451,1,alongside,10,3_downstream,2012,4,15,60,early,325.4,325,I,1,3,mixed,23
2011,1000,1000,35.107860,-7.50299,732608,9170088,1,alongside,10,3_downstream,2012,4,15,60,early,297.54,298,I,1,3,mixed,2
2012,1004,1004,35.110010,-7.4984,732848,9170594,1,alongside,10,3_downstream,2012,4,15,60,early,264.7,265,Z,5,1,grazer,36
2014,1021,1021,35.125670,-7.49152,734581,9171347,1,alongside,10,3_downstream,2012,4,15,60,early,189.84,190,E,3,3,mixed,3
2015,1028,1028,35.133500,-7.49367,735444,9171105,1,alongside,10,3_downstream,2012,4,15,60,early,474.98,475,I,1,3,mixed,25
2017,1046,1046,35.140110,-7.48704,736177,9171835,1,alongside,10,3_downstream,2012,4,15,60,early,403.5,404,I,1,3,mixed,8
2020,1179,1179,35.217170,-7.42572,744719,9178577,2,perpendicular,5,3_downstream,2012,4,15,61,early,3843.32,3843,G,2,2,browser,2
2021,1179,1179,35.216070,-7.4248,744599,9178679,2,perpendicular,5,3_downstream,2012,4,15,61,early,3986.84,3987,E,3,3,mixed,6
2022,1179,1179,35.215750,-7.42375,744564,9178795,2,perpendicular,5,3_downstream,2012,4,15,61,early,4106.56,4107,G,2,2,browser,3
2023,1179,1179,35.205610,-7.40753,743453,9180595,2,perpendicular,5,3_downstream,2012,4,15,61,early,6213.73,6214,I,1,3,mixed,4
2024,1165,1165,35.189950,-7.39644,741730,9181831,2,perpendicular,5,3_downstream,2012,4,15,61,early,8147.86,8148,E,3,3,mixed,7
2025,1079,1079,35.165430,-7.40123,739019,9181314,2,perpendicular,5,3_downstream,2012,4,15,61,early,9084.67,9085,Wh,6,4,omni,1
2026,1055,1055,35.135440,-7.37031,735724,9184751,2,perpendicular,5,3_downstream,2012,4,15,61,early,12955.85,12956,K,4,2,browser,1
2027,688,688,34.940320,-7.66907,714030,9151803,1,alongside,9,2_midstream,2012,5,16,66,early,348.67,349,I,1,3,mixed,4
2028,689,689,34.936640,-7.66334,713627,9152439,1,alongside,9,2_midstream,2012,5,16,66,early,1092.93,1093,I,1,3,mixed,8
2029,693,693,34.938980,-7.66137,713886,9152655,1,alongside,9,2_midstream,2012,5,16,66,early,1088.81,1089,G,2,2,browser,1
2030,696,696,34.940880,-7.65488,714099,9153372,1,alongside,9,2_midstream,2012,5,16,66,early,1532.5,1532,I,1,3,mixed,4
2031,703,703,34.952340,-7.66093,715361,9152697,1,alongside,9,2_midstream,2012,5,16,66,early,456.07,456,I,1,3,mixed,25
2032,726,726,34.971990,-7.6571,717531,9153111,1,alongside,9,2_midstream,2012,5,16,66,early,573.55,574,I,1,3,mixed,2
2033,728,728,34.974260,-7.65737,717781,9153080,1,alongside,9,2_midstream,2012,5,16,66,early,513,513,I,1,3,mixed,29
2034,736,736,34.979970,-7.65798,718411,9153010,1,alongside,9,2_midstream,2012,5,16,66,early,405.23,405,I,1,3,mixed,16
2035,736,736,34.979980,-7.65798,718412,9153010,1,alongside,9,2_midstream,2012,5,16,66,early,404.83,405,I,1,3,mixed,1
2036,740,740,34.984550,-7.65865,718916,9152933,1,alongside,9,2_midstream,2012,5,16,66,early,250.83,251,I,1,3,mixed,4
2037,744,744,34.986450,-7.65714,719127,9153099,1,alongside,9,2_midstream,2012,5,16,66,early,307.85,308,I,1,3,mixed,6
2038,1330,1330,34.989060,-7.65143,719418,9153730,1,alongside,9,2_midstream,2012,5,16,66,early,211.73,212,I,1,3,mixed,7
2039,760,760,34.988580,-7.64499,719368,9154442,1,alongside,9,2_midstream,2012,5,16,66,early,626.51,627,G,2,2,browser,2
2040,760,760,34.988580,-7.64499,719368,9154442,1,alongside,9,2_midstream,2012,5,16,66,early,626.51,627,I,1,3,mixed,11
2041,762,762,34.989240,-7.63842,719444,9155169,1,alongside,9,2_midstream,2012,5,16,66,early,1007.27,1007,E,3,3,mixed,14
2042,782,782,34.990630,-7.63098,719601,9155991,1,alongside,9,2_midstream,2012,5,16,66,early,884.9,885,I,1,3,mixed,3
2043,798,798,35.005920,-7.61882,721295,9157328,1,alongside,9,2_midstream,2012,5,16,66,early,168.05,168,I,1,3,mixed,17
2044,802,802,35.006050,-7.61544,721311,9157702,1,alongside,9,2_midstream,2012,5,16,66,early,275.62,276,I,1,3,mixed,24
2045,809,809,35.007040,-7.61137,721423,9158152,1,alongside,9,2_midstream,2012,5,16,66,early,178.22,178,I,1,3,mixed,8
2046,810,810,35.006880,-7.60944,721406,9158365,1,alongside,9,2_midstream,2012,5,16,66,early,125.48,125,I,1,3,mixed,27
2047,814,814,35.005030,-7.60814,721202,9158510,1,alongside,9,2_midstream,2012,5,16,66,early,289.4,289,I,1,3,mixed,7
2048,815,815,35.004090,-7.60763,721099,9158567,1,alongside,9,2_midstream,2012,5,16,66,early,310,310,I,1,3,mixed,1
2049,816,816,35.003750,-7.60647,721062,9158695,1,alongside,9,2_midstream,2012,5,16,66,early,264.37,264,I,1,3,mixed,6
2050,817,817,35.003110,-7.60528,720992,9158827,1,alongside,9,2_midstream,2012,5,16,66,early,271.71,272,I,1,3,mixed,1
2051,818,818,35.000000,-7.60132,720651,9159267,1,alongside,9,2_midstream,2012,5,16,66,early,610.85,611,I,1,3,mixed,6
2052,821,821,35.000770,-7.59912,720737,9159510,1,alongside,9,2_midstream,2012,5,16,66,early,599.92,600,I,1,3,mixed,22
2053,822,822,35.001030,-7.59827,720766,9159604,1,alongside,9,2_midstream,2012,5,16,66,early,602.47,602,Z,5,1,grazer,3
2054,822,822,35.001030,-7.59827,720766,9159604,1,alongside,9,2_midstream,2012,5,16,66,early,602.47,602,I,1,3,mixed,2
2056,828,828,35.003690,-7.59267,721062,9160222,1,alongside,9,2_midstream,2012,5,16,66,early,681.57,682,I,1,3,mixed,6
2057,834,834,35.008650,-7.58931,721612,9160591,1,alongside,9,2_midstream,2012,5,16,66,early,332.75,333,I,1,3,mixed,27
2059,685,685,34.928940,-7.67187,712773,9151499,2,perpendicular,4,2_midstream,2012,5,16,67,early,1310.34,1310,G,2,2,browser,1
2060,685,685,34.928560,-7.67068,712732,9151631,2,perpendicular,4,2_midstream,2012,5,16,67,early,1379.35,1379,I,1,3,mixed,2
2062,686,686,34.922190,-7.66209,712033,9152584,2,perpendicular,4,2_midstream,2012,5,16,67,early,2416.46,2416,Z,5,1,grazer,5
2063,1329,1329,34.914260,-7.65217,711163,9153685,2,perpendicular,4,2_midstream,2012,5,16,67,early,3481.68,3482,I,1,3,mixed,5
2064,1329,1329,34.912800,-7.6499,711003,9153937,2,perpendicular,4,2_midstream,2012,5,16,67,early,3568.29,3568,G,2,2,browser,3
2066,1329,1329,34.911750,-7.64476,710890,9154506,2,perpendicular,4,2_midstream,2012,5,16,67,early,3968.63,3969,G,2,2,browser,3
2067,1329,1329,34.910960,-7.63867,710805,9155180,2,perpendicular,4,2_midstream,2012,5,16,67,early,4515.52,4516,I,1,3,mixed,2
2068,1320,1320,34.912680,-7.63546,710997,9155534,2,perpendicular,4,2_midstream,2012,5,16,67,early,4575.03,4575,I,1,3,mixed,1
2069,1320,1320,34.914360,-7.63215,711184,9155899,2,perpendicular,4,2_midstream,2012,5,16,67,early,4415.92,4416,K,4,2,browser,4
2070,1320,1320,34.916970,-7.6206,711478,9157176,2,perpendicular,4,2_midstream,2012,5,16,67,early,3827.87,3828,I,1,3,mixed,12
2071,1320,1320,34.918290,-7.61489,711626,9157807,2,perpendicular,4,2_midstream,2012,5,16,67,early,3680.16,3680,E,3,3,mixed,9
2072,1320,1320,34.923870,-7.60481,712247,9158919,2,perpendicular,4,2_midstream,2012,5,16,67,early,4051.94,4052,I,1,3,mixed,5
2074,1320,1320,34.887900,-7.57236,708293,9162526,2,perpendicular,4,2_midstream,2012,5,16,67,early,3371.23,3371,I,1,3,mixed,32
2075,1320,1320,34.887430,-7.55777,708248,9164140,2,perpendicular,4,2_midstream,2012,5,16,67,early,4984.21,4984,I,1,3,mixed,19
2076,634,634,34.903320,-7.69226,709936,9149256,1,alongside,8,2_midstream,2012,5,16,68,early,835,835,G,2,2,browser,1
2077,629,629,34.898700,-7.69442,709425,9149020,1,alongside,8,2_midstream,2012,5,16,68,early,1210.62,1211,G,2,2,browser,2
2078,629,629,34.896090,-7.69389,709138,9149079,1,alongside,8,2_midstream,2012,5,16,68,early,1489.85,1490,I,1,3,mixed,1
2080,578,578,34.872810,-7.71339,706559,9146934,1,alongside,8,2_midstream,2012,5,16,68,early,1423.59,1424,I,1,3,mixed,3
2081,578,578,34.859960,-7.71809,705139,9146420,1,alongside,8,2_midstream,2012,5,16,68,early,1888.76,1889,I,1,3,mixed,1
2082,569,569,34.867170,-7.72911,705930,9145198,1,alongside,8,2_midstream,2012,5,16,68,early,455.43,455,I,1,3,mixed,7
2083,563,563,34.865860,-7.73641,705781,9144391,1,alongside,8,2_midstream,2012,5,16,68,early,196.47,196,I,1,3,mixed,1
2084,560,560,34.865940,-7.74066,705788,9143921,1,alongside,8,2_midstream,2012,5,16,68,early,317.15,317,I,1,3,mixed,4
2085,546,546,34.870480,-7.74893,706285,9143004,1,alongside,8,2_midstream,2012,5,16,68,early,198.29,198,I,1,3,mixed,24
2086,543,543,34.870440,-7.75183,706279,9142683,1,alongside,8,2_midstream,2012,5,16,68,early,219.45,219,I,1,3,mixed,10
2087,530,530,34.869000,-7.76529,706114,9141195,1,alongside,8,2_midstream,2012,5,16,68,early,514.42,514,E,3,3,mixed,2
2088,521,521,34.869070,-7.76999,706119,9140675,1,alongside,8,2_midstream,2012,5,16,68,early,248.17,248,I,1,3,mixed,6
2089,457,457,34.833960,-7.79464,702234,9137966,1,alongside,7,1_upstream,2012,5,16,69,early,306.88,307,I,1,3,mixed,44
2090,457,457,34.833960,-7.79464,702234,9137966,1,alongside,7,1_upstream,2012,5,16,69,early,306.88,307,E,3,3,mixed,7
2091,403,403,34.789230,-7.8119,697292,9136078,1,alongside,7,1_upstream,2012,5,16,69,early,275.07,275,I,1,3,mixed,24
2092,382,382,34.772070,-7.81631,695397,9135598,1,alongside,7,1_upstream,2012,5,16,69,early,323.07,323,I,1,3,mixed,17
2093,374,374,34.766410,-7.82011,694771,9135181,1,alongside,7,1_upstream,2012,5,16,69,early,231.17,231,I,1,3,mixed,5
2094,328,328,34.728220,-7.83074,690554,9134022,1,alongside,7,1_upstream,2012,5,16,69,early,325.22,325,I,1,3,mixed,1
2095,321,321,34.721960,-7.83664,689861,9133373,1,alongside,7,1_upstream,2012,5,16,69,early,300.31,300,I,1,3,mixed,4
2096,275,275,34.646600,-7.76833,681579,9140961,2,perpendicular,2,1_upstream,2012,5,16,70,early,9761.92,9762,Z,5,1,grazer,5
2097,1316,1316,34.634850,-7.76491,680285,9141344,2,perpendicular,2,1_upstream,2012,5,16,70,early,8711.92,8712,G,2,2,browser,1
2098,1316,1316,34.627210,-7.77106,679439,9140667,2,perpendicular,2,1_upstream,2012,5,16,70,early,8012.89,8013,I,1,3,mixed,5
2099,1316,1316,34.605730,-7.77439,677069,9140308,2,perpendicular,2,1_upstream,2012,5,16,70,early,5874.13,5874,I,1,3,mixed,13
2100,1316,1316,34.604120,-7.77338,676891,9140420,2,perpendicular,2,1_upstream,2012,5,16,70,early,5666.56,5667,G,2,2,browser,1
2101,449,449,34.818910,-7.7874,700578,9138774,2,perpendicular,3,1_upstream,2012,5,16,71,early,1350.7,1351,I,1,3,mixed,11
2102,478,478,34.827070,-7.76489,701488,9141260,2,perpendicular,3,1_upstream,2012,5,16,71,early,3304.44,3304,I,1,3,mixed,3
2103,433,433,34.785890,-7.74871,696953,9143069,2,perpendicular,3,1_upstream,2012,5,16,71,early,6437.64,6438,K,4,2,browser,3
2105,279,279,34.690690,-7.84375,686409,9132600,1,alongside,6,1_upstream,2012,5,16,73,early,247.73,248,B,10,1,grazer,2
2106,277,277,34.688350,-7.84438,686151,9132532,1,alongside,6,1_upstream,2012,5,16,73,early,206.69,207,B,10,1,grazer,4
2107,243,243,34.668770,-7.86521,683982,9130237,1,alongside,6,1_upstream,2012,5,16,73,early,243.02,243,I,1,3,mixed,2
2108,218,218,34.648430,-7.87296,681736,9129388,1,alongside,6,1_upstream,2012,5,16,73,early,401.29,401,B,10,1,grazer,3
2109,218,218,34.648430,-7.87296,681736,9129388,1,alongside,6,1_upstream,2012,5,16,73,early,401.29,401,G,2,2,browser,1
2110,178,178,34.618260,-7.89023,678401,9127491,1,alongside,6,1_upstream,2012,5,16,73,early,440.2,440,I,1,3,mixed,25
2111,152,152,34.600280,-7.89737,676416,9126709,1,alongside,6,1_upstream,2012,5,16,73,early,245.05,245,I,1,3,mixed,1
2114,142,142,34.591650,-7.89641,675464,9126819,1,alongside,6,1_upstream,2012,5,16,73,early,354,354,E,3,3,mixed,4
2115,133,133,34.582010,-7.90084,674400,9126333,1,alongside,6,1_upstream,2012,5,16,73,early,410.57,411,I,1,3,mixed,2
2116,136,136,34.581040,-7.89515,674295,9126963,2,perpendicular,1,1_upstream,2012,5,16,74,early,897.49,897,I,1,3,mixed,1
2117,137,137,34.568910,-7.86262,672971,9130566,2,perpendicular,1,1_upstream,2012,5,16,74,early,4622.42,4622,I,1,3,mixed,2
2118,1316,1316,34.547220,-7.80677,670602,9136751,2,perpendicular,1,1_upstream,2012,5,16,74,early,5957.78,5958,I,1,3,mixed,3
2126,866,866,35.023880,-7.56312,723306,9163480,1,alongside,10,3_downstream,2012,5,16,75,early,1112.86,1113,Z,5,1,grazer,10
2128,868,868,35.028640,-7.56443,723831,9163333,1,alongside,10,3_downstream,2012,5,16,75,early,646.92,647,I,1,3,mixed,29
2129,882,882,35.040940,-7.55739,725192,9164105,1,alongside,10,3_downstream,2012,5,16,75,early,550.02,550,I,1,3,mixed,5
2130,882,882,35.040940,-7.55739,725192,9164105,1,alongside,10,3_downstream,2012,5,16,75,early,550.02,550,I,1,3,mixed,38
2132,965,965,35.093110,-7.52573,730968,9167580,1,alongside,10,3_downstream,2012,5,16,75,early,274.26,274,I,1,3,mixed,22
2135,993,993,35.107300,-7.50757,732544,9169581,1,alongside,10,3_downstream,2012,5,16,75,early,396.68,397,I,1,3,mixed,40
2137,1005,1005,35.110630,-7.49778,732917,9170663,1,alongside,10,3_downstream,2012,5,16,75,early,261.27,261,I,1,3,mixed,5
2138,1006,1006,35.111740,-7.49665,733040,9170787,1,alongside,10,3_downstream,2012,5,16,75,early,305.18,305,I,1,3,mixed,1
2139,1019,1019,35.123410,-7.49029,734332,9171484,1,alongside,10,3_downstream,2012,5,16,75,early,324.45,324,Wb,9,1,grazer,4
2140,1021,1021,35.124970,-7.49109,734503,9171395,1,alongside,10,3_downstream,2012,5,16,75,early,226.32,226,I,1,3,mixed,49
2141,1028,1028,35.133000,-7.49343,735389,9171132,1,alongside,10,3_downstream,2012,5,16,75,early,454.6,455,I,1,3,mixed,15
2145,1185,1185,35.237510,-7.4529,746950,9175558,2,perpendicular,5,3_downstream,2012,5,16,76,early,374.05,374,E,3,3,mixed,6
2146,1185,1185,35.237130,-7.45168,746909,9175694,2,perpendicular,5,3_downstream,2012,5,16,76,early,509.17,509,E,3,3,mixed,5
2147,1179,1179,35.221810,-7.43099,745229,9177991,2,perpendicular,5,3_downstream,2012,5,16,76,early,3104.9,3105,E,3,3,mixed,5
2149,689,689,34.937220,-7.66487,713690,9152269,1,alongside,9,2_midstream,2012,6,17,78,early,922.14,922,E,3,3,mixed,5
2150,693,693,34.939180,-7.66069,713909,9152730,1,alongside,9,2_midstream,2012,6,17,78,early,1131.68,1132,I,1,3,mixed,1
2151,696,696,34.942270,-7.6547,714253,9153391,1,alongside,9,2_midstream,2012,6,17,78,early,1481.8,1482,I,1,3,mixed,3
2152,696,696,34.943590,-7.65491,714398,9153368,1,alongside,9,2_midstream,2012,6,17,78,early,1408.8,1409,K,4,2,browser,4
2153,701,701,34.948290,-7.65842,714915,9152977,1,alongside,9,2_midstream,2012,6,17,78,early,849.32,849,E,3,3,mixed,2
2154,701,701,34.950360,-7.65962,715143,9152843,1,alongside,9,2_midstream,2012,6,17,78,early,646.03,646,Wb,9,1,grazer,4
2155,702,702,34.950930,-7.65995,715206,9152806,1,alongside,9,2_midstream,2012,6,17,78,early,597.8,598,I,1,3,mixed,9
2156,728,728,34.973820,-7.65696,717733,9153126,1,alongside,9,2_midstream,2012,6,17,78,early,561.23,561,I,1,3,mixed,22
2157,733,733,34.978680,-7.65821,718269,9152985,1,alongside,9,2_midstream,2012,6,17,78,early,407.24,407,I,1,3,mixed,13
2158,737,737,34.981650,-7.65821,718597,9152983,1,alongside,9,2_midstream,2012,6,17,78,early,314.88,315,I,1,3,mixed,27
2160,761,761,34.988930,-7.64033,719409,9154957,1,alongside,9,2_midstream,2012,6,17,78,early,869.14,869,E,3,3,mixed,5
2162,795,795,35.003810,-7.62017,721062,9157180,1,alongside,9,2_midstream,2012,6,17,78,early,253.29,253,I,1,3,mixed,13
2163,800,800,35.006320,-7.61809,721340,9157409,1,alongside,9,2_midstream,2012,6,17,78,early,162.03,162,I,1,3,mixed,18
2164,800,800,35.006030,-7.61717,721308,9157511,1,alongside,9,2_midstream,2012,6,17,78,early,220.59,221,I,1,3,mixed,9
2165,802,802,35.006100,-7.61573,721317,9157670,1,alongside,9,2_midstream,2012,6,17,78,early,259.09,259,I,1,3,mixed,5
2166,805,805,35.006590,-7.61369,721372,9157895,1,alongside,9,2_midstream,2012,6,17,78,early,270.31,270,I,1,3,mixed,18
2167,809,809,35.007090,-7.61065,721428,9158231,1,alongside,9,2_midstream,2012,6,17,78,early,139.27,139,I,1,3,mixed,16
2168,811,811,35.005750,-7.60849,721282,9158471,1,alongside,9,2_midstream,2012,6,17,78,early,239.68,240,I,1,3,mixed,31
2170,822,822,35.000960,-7.59857,720758,9159571,1,alongside,9,2_midstream,2012,6,17,78,early,600.13,600,Wh,6,4,omni,1
2171,822,822,35.001380,-7.59603,720806,9159851,1,alongside,9,2_midstream,2012,6,17,78,early,691.28,691,I,1,3,mixed,2
2173,832,832,35.005690,-7.59026,721284,9160487,1,alongside,9,2_midstream,2012,6,17,78,early,591.01,591,E,3,3,mixed,6
2174,683,683,34.930610,-7.6757,712956,9151074,2,perpendicular,4,2_midstream,2012,6,17,79,early,1099,1099,Z,5,1,grazer,8
2175,685,685,34.929250,-7.67265,712807,9151412,2,perpendicular,4,2_midstream,2012,6,17,79,early,1264.11,1264,K,4,2,browser,6
2176,685,685,34.929250,-7.67265,712807,9151412,2,perpendicular,4,2_midstream,2012,6,17,79,early,1264.11,1264,I,1,3,mixed,1
2177,685,685,34.928520,-7.66895,712728,9151822,2,perpendicular,4,2_midstream,2012,6,17,79,early,1445,1445,I,1,3,mixed,1
2178,686,686,34.919640,-7.66018,711753,9152796,2,perpendicular,4,2_midstream,2012,6,17,79,early,2765.68,2766,Z,5,1,grazer,9
2179,1329,1329,34.911580,-7.64676,710870,9154285,2,perpendicular,4,2_midstream,2012,6,17,79,early,3771.97,3772,Z,5,1,grazer,2
2180,1329,1329,34.911810,-7.64375,710897,9154618,2,perpendicular,4,2_midstream,2012,6,17,79,early,4067.66,4068,I,1,3,mixed,3
2181,1320,1320,34.912310,-7.6366,710955,9155408,2,perpendicular,4,2_midstream,2012,6,17,79,early,4650.43,4650,I,1,3,mixed,2
2182,1320,1320,34.912310,-7.6366,710955,9155408,2,perpendicular,4,2_midstream,2012,6,17,79,early,4650.43,4650,K,4,2,browser,2
2183,1320,1320,34.912310,-7.6366,710955,9155408,2,perpendicular,4,2_midstream,2012,6,17,79,early,4650.43,4650,I,1,3,mixed,7
2184,1320,1320,34.915780,-7.62917,711342,9156228,2,perpendicular,4,2_midstream,2012,6,17,79,early,4293.34,4293,I,1,3,mixed,2
2185,1320,1320,34.916390,-7.62604,711411,9156574,2,perpendicular,4,2_midstream,2012,6,17,79,early,4118.79,4119,Wh,6,4,omni,1
2186,1320,1320,34.917130,-7.61916,711496,9157335,2,perpendicular,4,2_midstream,2012,6,17,79,early,3763.84,3764,E,3,3,mixed,1
2187,1320,1320,34.917460,-7.61701,711533,9157573,2,perpendicular,4,2_midstream,2012,6,17,79,early,3688.01,3688,G,2,2,browser,1
2188,1320,1320,34.924030,-7.60528,712264,9158867,2,perpendicular,4,2_midstream,2012,6,17,79,early,4072.27,4072,I,1,3,mixed,9
2189,1320,1320,34.924050,-7.60441,712267,9158963,2,perpendicular,4,2_midstream,2012,6,17,79,early,4069.58,4070,I,1,3,mixed,29
2190,1320,1320,34.900910,-7.58755,709721,9160839,2,perpendicular,4,2_midstream,2012,6,17,79,early,2267.12,2267,E,3,3,mixed,1
2191,1320,1320,34.900910,-7.58755,709721,9160839,2,perpendicular,4,2_midstream,2012,6,17,79,early,2267.12,2267,I,1,3,mixed,1
2192,1320,1320,34.888210,-7.57389,708326,9162356,2,perpendicular,4,2_midstream,2012,6,17,79,early,3202.4,3202,I,1,3,mixed,2
2193,661,661,34.927690,-7.68581,712628,9149958,1,alongside,8,2_midstream,2012,6,17,80,early,265.56,266,I,1,3,mixed,1
2194,642,642,34.917540,-7.68929,711507,9149578,1,alongside,8,2_midstream,2012,6,17,80,early,474.53,475,I,1,3,mixed,5
2195,634,634,34.901570,-7.69327,709742,9149145,1,alongside,8,2_midstream,2012,6,17,80,early,967.34,967,I,1,3,mixed,7
2196,630,630,34.900180,-7.6943,709589,9149032,1,alongside,8,2_midstream,2012,6,17,80,early,1076.15,1076,G,2,2,browser,4
2198,629,629,34.897280,-7.69422,709269,9149042,1,alongside,8,2_midstream,2012,6,17,80,early,1356.83,1357,I,1,3,mixed,3
2199,604,604,34.883810,-7.70282,707778,9148098,1,alongside,8,2_midstream,2012,6,17,80,early,1858.23,1858,G,2,2,browser,2
2200,603,603,34.882810,-7.70426,707667,9147939,1,alongside,8,2_midstream,2012,6,17,80,early,1813.05,1813,I,1,3,mixed,1
2201,603,603,34.882310,-7.7056,707611,9147791,1,alongside,8,2_midstream,2012,6,17,80,early,1749.71,1750,I,1,3,mixed,8
2202,593,593,34.880310,-7.70908,707389,9147407,1,alongside,8,2_midstream,2012,6,17,80,early,1583.9,1584,I,1,3,mixed,16
2203,593,593,34.880310,-7.70908,707389,9147407,1,alongside,8,2_midstream,2012,6,17,80,early,1583.9,1584,K,4,2,browser,8
2204,593,593,34.880310,-7.70908,707389,9147407,1,alongside,8,2_midstream,2012,6,17,80,early,1583.9,1584,I,1,3,mixed,1
2205,579,579,34.875080,-7.71229,706810,9147054,1,alongside,8,2_midstream,2012,6,17,80,early,1521.61,1522,I,1,3,mixed,26
2206,578,578,34.866000,-7.71531,705807,9146725,1,alongside,8,2_midstream,2012,6,17,80,early,1556.04,1556,K,4,2,browser,4
2207,578,578,34.864840,-7.71552,705679,9146702,1,alongside,8,2_midstream,2012,6,17,80,early,1624.51,1625,G,2,2,browser,2
2208,578,578,34.864840,-7.71552,705679,9146702,1,alongside,8,2_midstream,2012,6,17,80,early,1624.51,1625,I,1,3,mixed,7
2209,578,578,34.864840,-7.71552,705679,9146702,1,alongside,8,2_midstream,2012,6,17,80,early,1624.51,1625,Z,5,1,grazer,5
2210,568,568,34.858480,-7.71962,704975,9146252,1,alongside,8,2_midstream,2012,6,17,80,early,1876.52,1877,G,2,2,browser,1
2211,568,568,34.858470,-7.71962,704974,9146252,1,alongside,8,2_midstream,2012,6,17,80,early,1877.16,1877,I,1,3,mixed,8
2212,568,568,34.861690,-7.72452,705327,9145708,1,alongside,8,2_midstream,2012,6,17,80,early,1235.29,1235,I,1,3,mixed,1
2213,561,561,34.865770,-7.74038,705770,9143952,1,alongside,8,2_midstream,2012,6,17,80,early,316.21,316,I,1,3,mixed,4
2214,559,559,34.866530,-7.74201,705853,9143771,1,alongside,8,2_midstream,2012,6,17,80,early,357.53,358,I,1,3,mixed,7
2215,557,557,34.868260,-7.74342,706043,9143615,1,alongside,8,2_midstream,2012,6,17,80,early,311,311,Wb,9,1,grazer,2
2218,540,540,34.869160,-7.75422,706137,9142420,1,alongside,8,2_midstream,2012,6,17,80,early,369.13,369,I,1,3,mixed,11
2219,521,521,34.869650,-7.76924,706184,9140758,1,alongside,8,2_midstream,2012,6,17,80,early,224.44,224,I,1,3,mixed,5
